"","AuthorID","PaperNO","QuestAuthor","Coauthor","Paper","Journal"
"44","1","44","C Chen","C Cole; L Thomas","Fostering Social Interaction in a Shared Semantic Space for Collaborative Learning ","WebNet"
"45","1","45","C Chen","T Chen","Visual-spatial exploration of thematic spaces: A comparative study of three visualisation models ","Proceedings of SPIE The International Society for Optical Engineering The International Society for Optical Engineering"
"46","1","46","C Chen","T Chen","Exploring cognitive issues in visual information retrieval ","Proceedings of the th IFIP International Federation for Information Processing TC Conference Human Computer Interaction INTERACT International Conference Human Computer Interaction Hirose M Ed Tokyo IFIP International Federation for Information Processing"
"47","1","47","C Chen","T Chen","A study of navigation strategies in spatial-semantic visualisations ","Proceedings of the th International Conference Human Computer Interaction HCI Human Computer Interaction International"
"48","1","48","C Chen","C Czerwinski","From Latent Semantics to Spatial Hypertext - An Integrated Approach ","Hypertext"
"49","1","49","C Chen","C Czerwinski","Empirical evaluation of information visualizations: an introduction ","Int J Hum Comput Stud"
"50","1","50","C Chen","C Czerwinski; R Macredie","Individual differences in virtual environments - Introduction and overview ","JASIS Journal of the American Society of Information Science"
"51","1","51","C Chen","C Czerwinski","Spatial ability and visual navigation: an Empirical Study ","The New Review of Hypermedia and Multimedia"
"52","1","52","C Chen","C Davies","Integrating Spatial, Semantic, and Social Structures for Knowledge Management ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES"
"53","1","53","C Chen","C environment","JASIS",""
"54","1","54","C Chen","C Forsyth","Spatial Semantic Virtual Worlds: The Structural Duality and Beyond ","WebNet"
"55","1","55","C Chen","C Gagaudakis; P Rosin","Content-Based Image Visualization ","IV"
"56","1","56","C Chen","C Gagaudakis; P Rosin","Using CBIR and Pathfinder Networks for Image Database Visualization ","ICPR International Conference Pattern Recognition"
"57","1","57","C Chen","C Geroimenko","Concluding Remarks: Today's Vision of Envisioning the Semantic Future ","Visualizing the Semantic Web"
"58","1","58","C Chen","C introduction","JASIST",""
"59","1","59","C Chen","C Jacobs","JASIS",""
"60","1","60","C Chen","C Kuljis; R Macredie; T Cribbin","Footprints of information foragers: behaviour semantics of visual exploration ","Int J Hum Comput Stud"
"61","1","61","C Chen","C Kuljis","The rising landscape: A visual exploration of superstring revolutions in physics ","JASIST Journal of the American Society for Information Science"
"62","1","62","C Chen","C Lobo","Semantically Modified Diffusion Limited Aggregation for Visualizing Large-Scale Networks ","IV"
"63","1","63","C Chen","C Macredie; S Morar; T Cribbin","Visualizing and tracking the growth of competing paradigms: Two case studies ","JASIST Journal of the American Society for Information Science"
"64","1","64","C Chen","C Modeling","JASIS",""
"65","1","65","C Chen","C Newman; R Newman; R Rada","How did university departments interweave the Web: A study of connectivity and underlying factors ","Interacting with Computers"
"66","1","66","C Chen","C O'Keefe; R Paul","Fitting the jigsaw of citation: Information visualization in domain analysis ","JASIST Journal of the American Society for Information Science"
"67","1","67","C Chen","C Paul","Visualizing a Knowledge Domain's Intellectual Structure ","IEEE Computer"
"68","1","68","C Chen","C Reality","HICSS ",""
"69","1","69","C Chen","C Web","Visualizing the Semantic Web",""
"70","1","70","C Chen","C Wilcox","Human Factors and Usability Issues - Introduction ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES"
"71","1","71","C Chen","C Yu","Empirical studies of information visualization: a meta-analysis ","Int J Hum Comput Stud"
"72","1","72","C Chen","C Zeb; R Rada","An extended fisheye view browser for collaborative writing ","Int J Hum Comput Stud"
"73","2","1","C Chen","","Los Alamos High-Speed Channel will Spur Gigabits/s Networks"," Computers Physics"
"74","2","2","C Chen","","A Superhighway for Channeling Data"," Science News p"
"75","2","3","C Chen","","Super High-Speed Link may Revolutionize Computer Communications"," Computer Daily"
"76","2","4","C Chen","C Acken; Q Wu","Efficent Boolean Matching Algorithm for Cell Libraries ","ICCD International Conference Computer Design"
"77","2","5","C Chen","C Acken; N Seghal","A High Performance General Purpose Multi-Point Signal Router ","ISCAS IEEE International Symposium Circuits and Systems"
"78","2","6","C Chen","C Ahmad","Post-Processor for Data Path Synthesis Using Multiport Memories ","ICCAD International Conference Computer Aided Design"
"79","2","7","C Chen","C Ahmad; M Dhodhi","Synthesis of Application-Specific Multiprocessor Systems ","EDAC ETC EUROASIC"
"80","2","8","C Chen","C al","A HIPPI/ATM/SONET Network Interface for the Nectar Gigabit Testbed"," IEEE LEOS Summer Topical Meeting Digest Gigabit Networks"
"81","2","9","C Chen","C Almazyad; S Hsiao","A new model for the performance evaluation of synchronous circuit switched multistage interconnection networks ","IEEE ACM Trans Netw"
"82","2","10","C Chen","C Aloqeely","Sequencer-Based Data Path Synthesis of Regular Iterative Algorithms ","DAC Design Automation Conference"
"83","2","11","C Chen","C Ambrosio","Users: `We Want Our Data Faster'"," Computerworld iss p"
"84","2","12","C Chen","C Carlson; D Meliksetian","Dual Eulerian Properties of Plane Multigraphs ","SIAM Society for Industrial and Applied Mathematics J Discrete Math"
"85","2","13","C Chen","C Carlson","Performance Enhancement of CMOS VLSI Circuits by Transistor Reordering ","DAC Design Automation Conference"
"86","2","14","C Chen","C Carlson; D Meliksetian","Transistor Chaining in Static CMOS Functional Cells of Arbitrary Planar Topology ","Discrete Applied Mathematics"
"87","2","15","C Chen","C Chang; P Berra; T Little","Multimedia Synchronization ","IEEE Data Eng Bull"
"88","2","16","C Chen","C Kienzle","Control Policies for Interconnected Distributed Systems via a HIPPI Switch"," Microprocessing Microprogramming iss"
"89","2","17","C Chen","C Kienzle","Multitasking in High-Speed Interconnection Systems"," Computer Networks and ISDN Systems iss"
"90","2","18","C Chen","C Kienzle","An HIPPI Interconnection System"," IEEE Transactions Computers"
"91","2","19","C Chen","C Kienzle","Performance Evaluation of a HIPPI Connection System"," Proceedings of the Third Conference High Speed Networks"
"92","2","20","C Chen","C Ganz","Performance Evaluation of an HIPPI Interconnection System"," Technical Report RC IBM"
"93","2","21","C Chen","C Chung","Embedding Networks with Ring Connections in Hypercube Machines ","ICPP International Conference Parallel Processing"
"94","2","22","C Chen","C Costlow","Supercomputer World Adopts Standard Link"," Electronic Engineering Times iss"
"95","2","23","C Chen","C Cummings","HIPPI and Fibre Channel Coexistence"," a presentation at Interface"
"96","2","24","C Chen","C Duffy","HP Unveils High-Speed Workstation Adapter"," Network World iss p"
"97","2","25","C Chen","C Ferelli","RAID Becoming the People's Choice"," Computer Technology Review iss p"
"98","2","26","C Chen","C Hughes"," Geographic Extension of HIPPI Channels via High Speed SONET ,","IEEE Network"
"99","2","27","C Chen","C Hughes","Mix and Match Technologies Boost Communication Speed in Today's Data-Networking Environment"," Computers Physics"
"100","2","28","C Chen","C Hughes","Extended High Speed Networks Employing HIPPI Switches"," Journal of High Speed Networks This paper was also included the Proceedings of the Annual Workshop Very High Speed Networks"
"101","2","29","C Chen","C Hughes","Extended High Speed Networks Employing HIPPI Switches, High Speed WANS, and FDDI Rings"," Journal of High Speed Networks"
"102","2","30","C Chen","C Gasman","The Broadband Jigsaw Puzzle"," Business Communications Review iss"
"103","2","31","C Chen","C Getchell","LLNL Experience HIPPI"," Santa Fe Cray Users Group"
"104","2","32","C Chen","C Ghafoor","Special Issue on Multimedia Processing and Technology ","J Parallel Distrib Comput"
"105","2","33","C Chen","C Ghafoor; P Berra; T Little","Issues in Networking and Data MAnagement of Distributed Multimedia Systems ","HPDC High Performance Distributed Computing Symposium"
"106","2","34","C Chen","C Gilbert","Using HIPPI Switches to Build High-Performance Multiple FDDI Ring Networks"," SPIE The International Society for Optical Engineering High Speed Fiber Networks and Channels Proceedings"
"107","2","35","C Chen","C Halpin; N Sehgal","Timing Driven Placement using Physical Net Constraints ","DAC Design Automation Conference"
"108","2","36","C Chen","C Hardwick","HIPPI World --The Switch is the Network"," COMPCON San Francisco"
"109","2","37","C Chen","C Hastings","HSSI and HPPI Open up Data Highways to High-Speed Traffic"," Network World iss p"
"110","2","38","C Chen","C Herbst","Fast Track for Supercomputer Data"," Datamation iss"
"111","2","39","C Chen","C Herbst","The Dawning of the Age of Network Supercomputing"," Supercomputing Review"
"112","2","40","C Chen","C Hildebrand","`Hippi' Means Speed for Lab Users"," Computerworld"
"113","2","41","C Chen","C Stoops"," High Performance I/O and the RS/ "," RiSc World"
"114","2","42","C Chen","C Hou","A Hierarchical Methodology to Improve Channel Routing by Pin Permutation ","ICCAD International Conference Computer Aided Design"
"115","2","43","C Chen","C Hou","A Pin Permutation Algorithm for Improving Over-the-Cell Channel Routing ","DAC Design Automation Conference"
"116","2","44","C Chen","C Hsia","Permutation Capability of Multistage Interconnection Networks ","ICPP International Conference Parallel Processing"
"117","2","45","C Chen","C Hsia","Synthesis of Asynchronous Circuits - Testing Unique Circuit Behavior of Signal Transition Graphs ","ISCAS IEEE International Symposium Circuits and Systems"
"118","2","46","C Chen","C Hsiao","A New Model for the Performance Evaluation of Synchronous Circuit Switched Multistage Interconnection Networks ","IPPS International Parallel Processing Symposium"
"119","2","47","C Chen","C Hsiao","Performance Evaluation of Circuit Switched Multistage Interconnection Networks Using a Hold Strategy ","IEEE Trans Parallel Distrib Syst"
"120","2","48","C Chen","C Massey","Casa HIPPI-SONET"," Proceedings of the Third Gigabit Testbed Workshop"
"121","2","49","C Chen","C John"," High-Performance Parallel Interface HIPPI Repeater Application Note ,","Los Alamos National Laboratory"
"122","2","50","C Chen","C Advani","HIPPI Exploitation in TCP/IP Environment"," Supercomputing Proceedings"
"123","2","51","C Chen","C Karpinski","HPPI Gateway opens SONET Pipe"," Telephony iss"
"124","2","52","C Chen","C al","RAID-II: Design and Implementation of a Large Scale Disk Array Controller"," University of Computer Science CSD"
"125","2","53","C Chen","C Krishna; N Sehgal","A novel ultra-fast heuristic for VLSI CAD steiner trees ","ACM Great Lakes Symposium VLSI Very Large Scale Integration"
"126","2","54","C Chen","C Terstriep","Experiments a Gigabit Neuroscience Application on the CM- "," Supercomputing Proceedings"
"127","2","55","C Chen","C Luciani","An analytical model for partially blocking finite-buffered switching networks ","IEEE ACM Trans Netw"
"128","2","56","C Chen","C Steenkiste"," Performance of Circuit Switched LANs under Different Traffic Conditions ,","Proceedings of the IEEE th Conference Local Computer Networks"
"129","2","57","C Chen","C Mathis","Deployment of a HIPPI-based Distributed Supercomputing Environment at the Pittsburgh Supercomputing Center"," IEEE international Parallel Processing Symposium Los Angeles"
"130","2","58","C Chen","C Mazyad"," Modeling and Internetworking of HIPPI LANs Broadband Integrated Services Digital Network ",""
"131","2","59","C Chen",""," Performance Evaluation of HIPPI Interconnection System Using a Camp-on Strategy "," Proceedings of the IEEE th Conference Local Computer Networks"
"132","2","60","C Chen","C al","HP's Link Interface Chipset for Serial-HIPPI"," COMPCON San Francisco"
"133","2","61","C Chen","C McQuillan","Doing Business Electronically: The Present and Future of `LAN-in-a-Box`"," Business Communications Review iss This article was also re published the Proceedings for the th Annual Conference Next Generation Networks Broadband Networks Marriott Gateway D C"
"134","2","62","C Chen","C Meliksetian","Communication Aspects of the Cube Connected Cycles ","ICPP International Conference Parallel Processing"
"135","2","63","C Chen","C Meliksetian; L Liu; M Chang","Design of a Multimedia Object-Oriented DBMS ","Multimedia Syst"
"136","2","64","C Chen","C Meliksetian; G Makhoul","A queueing analysis of the performance of DQDB ","IEEE ACM Trans Netw"
"137","2","65","C Chen","C Meliksetian","A Markov-Modulated Bernoulli Process Approximation for the Analysis of Banyan Networks ","SIGMETRICS Measurement and Modeling of Computer Systems"
"138","2","66","C Chen","C Meliksetian; F Yu","Methodologies for Designing Video Servers ","IEEE Transactions Multimedia"
"139","2","67","C Chen","C Meliksetian","Performance Analysis of Communications in Static Interconnection Networks ","SIGMETRICS Measurement and Modeling of Computer Systems"
"140","2","68","C Chen","C Meliksetian; M Ayyaz","Partitionable multistage interconnection networks Part : Dynamic subcube compaction ","Telecommunication Systems"
"141","2","69","C Chen","C Meliksetian; M Ayyaz","Partitionable multistage interconnection networks Part : Task migration schemes ","Telecommunication Systems"
"142","2","70","C Chen","C Meliksetian","Optimal Routing Algorithm and the Diameter of the Cube-Connected Cycles ","IEEE Trans Parallel Distrib Syst"
"143","2","71","C Chen","C Meliksetian; T Kiprulu","Smoothing Algorithms for the Delivery of Compressed Video ","ICC International Conference Communications"
"144","2","72","C Chen","C Moricz","Datapath Scheduling for Two-Level Pipelining ","DAC Design Automation Conference"
"145","2","73","C Chen","C Mudawwar","The Signal Flow Model: A novel Data Driven Approach to Parallel Processing ","ICPP International Conference Parallel Processing"
"146","2","74","C Chen","C N","Nectar HIPPI-ATM-SONET"," Proceedings of the Third Gigabit Testbed Workshop"
"147","2","75","C Chen","C Nwosu; P Berra","Modeling and Storage Allocation Strategies for Homogeneous Parallel Access Storage Devices in Real Time Multimedia Information Processing ","ICCI International Conference Computing and Information"
"148","2","76","C Chen","C Nwosu; P Berra","Multimedia Object Modeling and Storage Allocation Strategies ","J Intell Inf Syst"
"149","2","77","C Chen","C Ohrenstein","Arrays - Fault Tolerance for VME and HPPI"," Computer Technology Review iss"
"150","2","78","C Chen","C Ohrenstein","Supercomputers Seek High Throughput and Expandable Storage"," Computer Technology Review iss"
"151","2","79","C Chen","C Renwick","Building a Practical HIPPI LAN"," Proceedings of IEEE Conference Local Computer Networks"
"152","2","80","C Chen","C Rupert","What's Driving Gigabit/Sec Channels?"," SPIE The International Society for Optical Engineering High Speed Fiber Networks and Channels Proceedings"
"153","2","81","C Chen","C Scully","Supercomputing Hails Need for Gbit LANs"," Lightwave"
"154","2","82","C Chen","C Shandle","Gigabit Nets get Ready for Lift-Off"," Electronics"
"155","2","83","C Chen","C al","A Programmable HIPPI Interface for a Graphics Supercomputer"," Supercomputing Proceedings"
"156","2","84","C Chen","C Singh","A Transistor Reordering Technique for Gate Matrix Layout ","DAC Design Automation Conference"
"157","2","85","C Chen","C Sloan"," Survey of `IP and ARP on HIPPI' Implementations ,",""
"158","2","86","C Chen","C Smith","HIPPI and Beyond"," Supercomputing Review"
"159","2","87","C Chen","C Mullaney","A Host Interface Architecture of High-Speed Networks"," Proceedings of the th IFIP International Federation for Information Processing Conference High Performance Networks Liege A"
"160","2","88","C Chen","C Zill"," Architecture and Evaluation of a High-Speed Networking Subsystem for Distributed-Memory Systems ,","Proceedings of the IEEE st Annual International Symposium Computer"
"161","2","89","C Chen","C Steenkiste"," A Systematic Approach to Host Interface Design for High-Speed Networks ,","IEEE Computer"
"162","2","90","C Chen","C Steenkiste","The Nectar Network Interface"," Proceedings of the Third Gigabit Testbed Workshop"
"163","2","91","C Chen","C Thomsen","Los Alamos Multiple Crossbar Network: Crossbar Interfaces"," Los Alamos National Laboratory"
"164","2","92","C Chen","C Tolmie","Gigabit Networking"," IEEE Lightwave Telecommunications Systems Special Issue Gigabit Networking Technical Challenges and Applications"
"165","2","93","C Chen","C Tolmie"," HIPPI, Fibre Channel, and ATM in High-Speed Networks ,","Proceedings of the DoD Fiber Optics and Photonics Conference"
"166","2","94","C Chen","C Tolmie"," HIPPI, Fibre Channel, and ATM as Gigabit LANs ,","Networld Interop Engineer s Conference"
"167","2","95","C Chen","C Tolmie","HIPPI and Fibre Channel"," Conference Computing High Energy Physics CHEP Annecy"
"168","2","96","C Chen","C Tolmie"," HIPPI, and Relationship to Fibre Channel and ATM ,"," Silicon Valley Networking Conference and Exhibition"
"169","2","97","C Chen","C Renwick","HIPPI: Simplicity Yields Success"," IEEE Network The Magazine of Computer Communications"
"170","2","98","C Chen","C Halvorson","HIPPI / Serial-HIPPI"," Proceedings of the Thirty Seventh IEEE Computer Society International Conference COMPCON San Francisco"
"171","2","99","C Chen","C Tolmie","Local Area Gigabit Networking"," th IEEE Symposium Mass Storage Systems"
"172","2","100","C Chen","C Tolmie","What's Happening Supercomputer Networks"," Keynote Address at Network Systems Users Group NEXUS XXIV"
"173","2","101","C Chen","C Tolmie","Present and Future Supercomputer Network Architectures"," SPIE The International Society for Optical Engineering High Speed Fiber Networks and Channels Proceedings"
"174","2","102","C Chen","C Tolmie","The High-Speed Channel HSC and Ultra-Speed Networks"," Broadband FOC LAN San Francisco"
"175","2","103","C Chen","C Tolmie","The High-Speed Channel HSC Standard"," COMPCON Conference San Francisco"
"176","2","104","C Chen","C Toy"," HIPPI Over Fiber Optics ,","Proceedings of the Silicon Valley Networking Conference"
"177","2","105","C Chen","C al","The Design of a -Km Dual-Simplex Fiber Optic HIPPI Extender"," SPIE The International Society for Optical Engineering High Speed Fiber Networks and Channels Proceedings"
"178","2","106","C Chen","C Waller","A Fiber-Optic Link that Runs Supercomputers"," Electronics"
"179","2","107","C Chen","C Costlow","IBM Beats Pack to High-Speed Channel"," Electronic Engineering Times"
"180","2","108","C Chen","C Wolfe","Host of Products on Tap for HIPPI"," EE Times p"
"181","3","1","C Chen","C Cheng","From Discrepancy to Declustering: Near optimal multidimensional declustering strategies for range queries ","PODS Symposium Principles of Database Systems"
"182","3","2","C Chen","A Umar; M Moghadam; T Lin","A National Clearinghouse Service for B B Exchanges in the Telecommunications Industry ","COMPSAC International Computer Software and Applications Conference"
"183","3","3","C Chen","D Liu","Tree Indexing for Efficient Search of Similar Documents ","COMPSAC International Computer Software and Applications Conference"
"184","3","4","C Chen","D Liu; Y Huang; Y Lin","A Framework for Personalized E-Catalogs: An Integration of XML-based Metadata, User Models and Agents ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES"
"185","3","5","C Chen","C Basu; C Behrens; D Basu; M Post; N Stofel","Telcordia LSI Engine: Implementation Scalability and Issues ","RIDE Research Issues Data Engineering DM"
"186","3","6","C Chen","Y Ling","A Sampling-Based Estimator for Top-k Query ","ICDE International Conference Data Engineering"
"187","3","7","C Chen","R Sinha","Raster-Spatial Data Declustering Revisited: An Interactive Navigation Perspective ","ICDE International Conference Data Engineering"
"188","3","8","C Chen","R Sinha; R Bhatia","Declustering Using Golden Ratio Sequences ","ICDE International Conference Data Engineering"
"189","3","9","C Chen","R Sinha; R Bhatia","Asymptotically Optimal Declustering Schemes for Range Queries ","ICDT International Conference Database Theory"
"190","3","10","C Chen","R Sinha; R Bhatia","Efficient Disk Allocation Schemes for Parallel Retrieval of Multidimensional Grid Data ","SSDBM Statistical and Scientific Database Management"
"191","3","11","C Chen","R Sinha; R Bhatia","Multidimensional Declustering Schemes Using Golden Ratio and Kronecker Sequences ","IEEE Trans Knowl Data Eng"
"192","3","12","C Chen","R Sinha","Analysis and Comparison of Declustering Schemes for Interactive Navigation Queries ","IEEE Trans Knowl Data Eng"
"193","3","13","C Chen","R Sinha; R Bhatia","Hierarchical Declustering Schemes for Range Queries ","EDBT Extending Database Technology"
"194","3","14","C Chen","R Sinha; R Bhatia","A Hierarchical Technique for Constructing Efficient Declustering Schemes for Range Queries ","Comput J"
"195","3","15","C Chen","R Sinha; R Bhatia","Asymptotically optimal declustering schemes for -dim range queries ","Theor Comput Sci"
"196","3","16","C Chen","C Petrone; M Pucci; M Mesiti; M Cochinwala; P Santa; S Samtani","Internet Traffic Warehouse ","SIGMOD International Conference Management of Data Conference"
"197","3","17","C Chen","E Yueh; M Cochinwala","Dealing with Slow-Evolving Fact: A Case Study on Inventory Data Warehousing ","DOLAP International Workshop Data Warehousing and OLAP"
"198","4","1","C Chen","L Cao","A Novel Product Coding and Decoding Scheme for Wireless Image Transmission ","ICIP International Conference Image Processing"
"199","4","2","C Chen","H Li","Joint Source and Channel Optimized Block TCQ with Layered Transmission and RCPC ","ICIP International Conference Image Processing"
"200","4","3","C Chen","J Luo; K Parker; T Huang","Three Dimensional Subband Video Analysis and Synthesis with Adaptive Clustering in High Frequency Subbands ","ICIP International Conference Image Processing"
"201","4","4","C Chen","J Luo; K Parker; T Huang","Adaptive quantization with spatial constraints in subband video compression using wavelets ","ICIP International Conference Image Processing"
"202","4","5","C Chen","J Luo; K Parker; T Huang","A Knowledge-Based Approach to Volumetric Medical Image Segmentation ","ICIP International Conference Image Processing"
"203","4","6","C Chen","L Fan","An Improved Approach for Cardiac Dynamics Analysis based on Constrained Local Force Model ","ICIP International Conference Image Processing"
"204","4","7","C Chen","J Zhou; Y Wang; Y Yu","A High Performance VBR Coding Algorithm for Fixed Size Storage Applications ","ICIP International Conference Image Processing"
"205","4","8","C Chen","J Luo; K Parker","Face location in wavelet-based video compression for high perceptual quality videoconferencing ","ICIP International Conference Image Processing"
"206","4","9","C Chen","H Li; J Luo","Ultrasound Image Compression Based on Subband Decomposition and Speckle Synthesis ","ICIP International Conference Image Processing"
"207","4","10","C Chen","E Ashton; J Weisberg; K Parker; L Ketonen; M Berg","Segmentation and Features Extraction Techniques, with Applications to Biomedical Images ","ICIP International Conference Image Processing"
"208","4","11","C Chen","J Cai","FEC-Based Wireless Video Streaming with Pre-Interleaving ","Data Compression Conference"
"209","4","12","C Chen","L Cao","Product Code and Recurrent Alternative Decoding for Wireless Image Transmission ","Data Compression Conference"
"210","4","13","C Chen","M Arrott; T Huang","Modeling, Analysis, and Visualization of Left Ventricle Shape and Motion by Hierarchical Decomposition ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"211","4","14","C Chen","J Wang","A Fast and Effective Block-Matching Error Concealment Scheme ","IEEE Pacific Rim Conference Multimedia"
"212","5","1","C Chen","C Chang; D Lin; R Lee","Optimal Linear Hashing Files for Orthogonal Range Retrieval ","COMPSAC International Computer Software and Applications Conference"
"213","5","2","C Chen","C Chang; D Lin; R Lee","A Temporal Join Mechanism Based on Trie-Ranking Data Structure ","CODAS The Second International Symposium Cooperative Database Systems for Advanced Applications"
"214","5","3","C Chen","C Chang","Orthogonal Range Retrieval Using Bucket Address Hashing ","SSDBM Statistical and Scientific Database Management"
"215","5","4","C Chen","C Chang; H Chen","Symbolic Gray Code As A Data Allocation Scheme For Two-Disc Systems ","Comput J"
"216","5","5","C Chen","C Chang; J Jan","On the Design of a Machine-Independent Perfect Hashing Scheme ","Comput J"
"217","5","6","C Chen","C Chang; H Lin","Optimality Properties of the Disc Modulo Allocation Method for k-ary Multiple Key Hashing Files ","Comput J"
"218","5","7","C Chen","C Chang","Performance Analysis of the Generalised Disc Modulo Allocation method for Multiple Key Hashing Files on Multi-Disc Systems ","Comput J"
"219","5","8","C Chen","C Chang","A Recursive Performance Formula of the Disc Modulo Allocation Method for Binary Cartesian Product Files ","Comput J"
"220","5","9","C Chen","C Chang; R Lee","On the design of multiple key hashing files for concurrent orthogonal range retrieval between two disks ","Inf Syst"
"221","5","10","C Chen","C Chang; R Lee","Optimal MMI file systems for orthogonal range retrieval ","Inf Syst"
"222","5","11","C Chen","C Chang","On GDM allocation for partial range queries ","Inf Syst"
"223","5","12","C Chen","H Lin","Optimality Criteria of the Disk Modulo Allocation Method for Cartesian Product Files ","BIT"
"224","5","13","C Chen","C Chang","Performance of Two-Disk Partition Data Allocations ","BIT"
"225","5","14","C Chen","C Chang; H Lin; R Lee","Optimal Bucket Allocation Design of k-ary MKH Files for Partial Match Retrieval ","IEEE Trans Knowl Data Eng"
